File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001CGX	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			555113466	John Stamatoyannopoulos, UW	24b338567e27558489bb5dcdbed0a4ea	https://www.encodeproject.org/files/ENCFF001CGX/@@download/ENCFF001CGX.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGT	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			549319939	John Stamatoyannopoulos, UW	f90dc36b8833cf5d2ec26f5067443ac4	https://www.encodeproject.org/files/ENCFF001CGT/@@download/ENCFF001CGT.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGV	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			546897575	John Stamatoyannopoulos, UW	c1485a90a587312906d3d67fc3e3f509	https://www.encodeproject.org/files/ENCFF001CGV/@@download/ENCFF001CGV.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGN	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			548137408	John Stamatoyannopoulos, UW	f685d7417b217feb45f74d326920e53e	https://www.encodeproject.org/files/ENCFF001CGN/@@download/ENCFF001CGN.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGO	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			563151251	John Stamatoyannopoulos, UW	eaef108384e19b9a200bbf33033b8239	https://www.encodeproject.org/files/ENCFF001CGO/@@download/ENCFF001CGO.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGP	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			545477726	John Stamatoyannopoulos, UW	c0f274b434e48a5d1211d9c4346d6402	https://www.encodeproject.org/files/ENCFF001CGP/@@download/ENCFF001CGP.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGR	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			550482507	John Stamatoyannopoulos, UW	2e11148af8ed67527635d408776ae268	https://www.encodeproject.org/files/ENCFF001CGR/@@download/ENCFF001CGR.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGS	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			555504535	John Stamatoyannopoulos, UW	f8b3076d0e5389f8432db6273265a1b7	https://www.encodeproject.org/files/ENCFF001CGS/@@download/ENCFF001CGS.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGW	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			545985001	John Stamatoyannopoulos, UW	cfaf087ece2a85052c03f249b7773389	https://www.encodeproject.org/files/ENCFF001CGW/@@download/ENCFF001CGW.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF304FRB	fastq	reads	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				113 day	1	2	36		single-ended				1327615744	Zhiping Weng, UMass	5c64e900c0b75e1bdbafd420fdebc892	https://www.encodeproject.org/files/ENCFF304FRB/@@download/ENCFF304FRB.fastq.gz				released				
ENCFF544DEN	fastq	reads	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				113 day	1	2	36		single-ended				205945633	Zhiping Weng, UMass	3455cfb8dd428edd21c4dfa7420d5276	https://www.encodeproject.org/files/ENCFF544DEN/@@download/ENCFF544DEN.fastq.gz				released				
ENCFF273BFB	fastq	reads	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				120 day	1	2	36		single-ended				1470345978	Zhiping Weng, UMass	8beebf5d9a9347855720510c3c34ba05	https://www.encodeproject.org/files/ENCFF273BFB/@@download/ENCFF273BFB.fastq.gz				released				
ENCFF825SDM	fastq	reads	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				120 day	1	2	36		single-ended				148802334	Zhiping Weng, UMass	12ff5f195122e3d0064a83125c1a0d0b	https://www.encodeproject.org/files/ENCFF825SDM/@@download/ENCFF825SDM.fastq.gz				released				
ENCFF568EUW	fastq	reads	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	3	36		single-ended				107674293	Zhiping Weng, UMass	7de8e33d026a1a6561d79bec86d1990f	https://www.encodeproject.org/files/ENCFF568EUW/@@download/ENCFF568EUW.fastq.gz				released		mismatched file status		
ENCFF287NFY	fastq	reads	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	3	36		single-ended				604721393	Zhiping Weng, UMass	0062b78d3daae8612b7574f93acc1a3e	https://www.encodeproject.org/files/ENCFF287NFY/@@download/ENCFF287NFY.fastq.gz				released		mismatched file status		
ENCFF000TAD	fastq	reads	ENCSR000ELA	DNase-seq	EFO:0002939	medulloblastoma	immortalized cell line	child	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		2 year	2	1	20		single-ended				1256706616	Gregory Crawford, Duke	1df849f37a1b4dff421a8288ac7974bd	https://www.encodeproject.org/files/ENCFF000TAD/@@download/ENCFF000TAD.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000TAE	fastq	reads	ENCSR000ELA	DNase-seq	EFO:0002939	medulloblastoma	immortalized cell line	child	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		2 year	1	1	20		single-ended				1280294291	Gregory Crawford, Duke	aa107ce946d45ad2ec4505549290ad1b	https://www.encodeproject.org/files/ENCFF000TAE/@@download/ENCFF000TAE.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF827YHI	fastq	reads	ENCSR712PYJ	DNase-seq	UBERON:0000992	female gonad	tissue	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				30 year	1	2	36		single-ended				1119355310	Zhiping Weng, UMass	e6dfb2c9ee2d29f1e6a78197e11e8eef	https://www.encodeproject.org/files/ENCFF827YHI/@@download/ENCFF827YHI.fastq.gz				released				
ENCFF331JVF	fastq	reads	ENCSR712PYJ	DNase-seq	UBERON:0000992	female gonad	tissue	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				30 year	1	2	36		single-ended				1565688571	Zhiping Weng, UMass	65e721024395789a36daaa4948e0c15a	https://www.encodeproject.org/files/ENCFF331JVF/@@download/ENCFF331JVF.fastq.gz				released				
ENCFF001BIA	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				693299617	John Stamatoyannopoulos, UW	23b0221185fe3cf24224ec370efcd420	https://www.encodeproject.org/files/ENCFF001BIA/@@download/ENCFF001BIA.fastq.gz		Illumina Genome Analyzer IIx		released	inconsistent platforms			
ENCFF001BIB	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				1091968098	John Stamatoyannopoulos, UW	c13f633dc29a6a5b4d3a974eb76349f0	https://www.encodeproject.org/files/ENCFF001BIB/@@download/ENCFF001BIB.fastq.gz		Illumina Genome Analyzer I		released	inconsistent platforms			
ENCFF001DHL	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			2	1	36		single-ended				2900113119	John Stamatoyannopoulos, UW	455a0c58b8df5ecfc5bd9b36751316ee	https://www.encodeproject.org/files/ENCFF001DHL/@@download/ENCFF001DHL.fastq.gz		Illumina Genome Analyzer IIx		released	inconsistent platforms			
ENCFF001DHM	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				2819680418	John Stamatoyannopoulos, UW	06d19cddd1d2934410e8846f00745c59	https://www.encodeproject.org/files/ENCFF001DHM/@@download/ENCFF001DHM.fastq.gz		Illumina Genome Analyzer IIx		released	inconsistent platforms			
ENCFF001BIE	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				589300033	John Stamatoyannopoulos, UW	8c76ca49eedd551b1339ddb3401fc346	https://www.encodeproject.org/files/ENCFF001BIE/@@download/ENCFF001BIE.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIM	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				570536313	John Stamatoyannopoulos, UW	4608da36e8b1be651bb28bc1799f3c92	https://www.encodeproject.org/files/ENCFF001BIM/@@download/ENCFF001BIM.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIQ	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				562369652	John Stamatoyannopoulos, UW	9f6438f67538a0043d28318222a527b4	https://www.encodeproject.org/files/ENCFF001BIQ/@@download/ENCFF001BIQ.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIW	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				551527013	John Stamatoyannopoulos, UW	67c6eefb8d3fa38193d404760a4fc2ca	https://www.encodeproject.org/files/ENCFF001BIW/@@download/ENCFF001BIW.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIK	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				565712778	John Stamatoyannopoulos, UW	727e7ce7743939db501ce2182045692d	https://www.encodeproject.org/files/ENCFF001BIK/@@download/ENCFF001BIK.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIF	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				567692105	John Stamatoyannopoulos, UW	c7b7118c29bdde0f2160166c81d2a01a	https://www.encodeproject.org/files/ENCFF001BIF/@@download/ENCFF001BIF.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIG	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				580033262	John Stamatoyannopoulos, UW	d1e585fd0f4b4d48fe0021ce6b40b68b	https://www.encodeproject.org/files/ENCFF001BIG/@@download/ENCFF001BIG.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIV	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				574615631	John Stamatoyannopoulos, UW	a0d527d55ce26bdc3114934931434a4e	https://www.encodeproject.org/files/ENCFF001BIV/@@download/ENCFF001BIV.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIR	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				560534088	John Stamatoyannopoulos, UW	12bd10508c0ad20b3892ad3ec9ca4fe9	https://www.encodeproject.org/files/ENCFF001BIR/@@download/ENCFF001BIR.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIC	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				1162296681	John Stamatoyannopoulos, UW	43ad99d560d5027653290dcc93523666	https://www.encodeproject.org/files/ENCFF001BIC/@@download/ENCFF001BIC.fastq.gz		Illumina Genome Analyzer I		released	inconsistent platforms			
ENCFF001BIH	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				580278529	John Stamatoyannopoulos, UW	f7054425490db7e8fa0e9ea0b8067838	https://www.encodeproject.org/files/ENCFF001BIH/@@download/ENCFF001BIH.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIU	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				568612841	John Stamatoyannopoulos, UW	b884eabbfd1cc44bc7671436ff49ae97	https://www.encodeproject.org/files/ENCFF001BIU/@@download/ENCFF001BIU.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIL	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				579365164	John Stamatoyannopoulos, UW	d39aa97532300138a766f71c3d6166d9	https://www.encodeproject.org/files/ENCFF001BIL/@@download/ENCFF001BIL.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIS	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				571634997	John Stamatoyannopoulos, UW	3dc194f4864b01b46419ee1c481a55da	https://www.encodeproject.org/files/ENCFF001BIS/@@download/ENCFF001BIS.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BID	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				564168637	John Stamatoyannopoulos, UW	19d09bc1ecfe3faa48bc6da82d3e3fb1	https://www.encodeproject.org/files/ENCFF001BID/@@download/ENCFF001BID.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BII	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				570221038	John Stamatoyannopoulos, UW	ec0c23eeb8dd12ffc38f8dcec1922ced	https://www.encodeproject.org/files/ENCFF001BII/@@download/ENCFF001BII.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIN	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				386440493	John Stamatoyannopoulos, UW	20ce938067d66477e6c59b125d29a726	https://www.encodeproject.org/files/ENCFF001BIN/@@download/ENCFF001BIN.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIO	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				550042208	John Stamatoyannopoulos, UW	1e92ac1540f3e4df6e70b661c244c317	https://www.encodeproject.org/files/ENCFF001BIO/@@download/ENCFF001BIO.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIP	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				564236690	John Stamatoyannopoulos, UW	5a5ef094a07d9e25ec80e3edad29a786	https://www.encodeproject.org/files/ENCFF001BIP/@@download/ENCFF001BIP.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIT	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				546521079	John Stamatoyannopoulos, UW	68b0eb9e6e4df96a3db43824562f18cc	https://www.encodeproject.org/files/ENCFF001BIT/@@download/ENCFF001BIT.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIX	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				448649022	John Stamatoyannopoulos, UW	19e28d60ad401a02e0c6390fbae33604	https://www.encodeproject.org/files/ENCFF001BIX/@@download/ENCFF001BIX.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001BIJ	fastq	reads	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	postnatal	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				582063648	John Stamatoyannopoulos, UW	53b064757122dfcb9a49871d0bbf463b	https://www.encodeproject.org/files/ENCFF001BIJ/@@download/ENCFF001BIJ.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF000SHB	fastq	reads	ENCSR000EIP	DNase-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	dimethyl sulfoxide						DNA		see document	see document		2012-03-28	ENCODE		see document		39 year	1	1	36		single-ended				2550104679	Gregory Crawford, Duke	19e76f334aeef4c94e2b4476444e2536	https://www.encodeproject.org/files/ENCFF000SHB/@@download/ENCFF000SHB.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF000SHL	fastq	reads	ENCSR000EIP	DNase-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	dimethyl sulfoxide						DNA		see document	see document		2012-03-28	ENCODE		see document		39 year	2	1	50		single-ended				6994193950	Gregory Crawford, Duke	f4cc150068d37d5eb39ca19030689b6b	https://www.encodeproject.org/files/ENCFF000SHL/@@download/ENCFF000SHL.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF332VRZ	fastq	reads	ENCSR136DNA	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					Control-human		DNA					2016-05-05	GGR				58 year	2	1	50		single-ended				768938606	Tim Reddy, Duke	cc520700fc725eed7ae49597ffb5ac1e	https://www.encodeproject.org/files/ENCFF332VRZ/@@download/ENCFF332VRZ.fastq.gz		HiSeq 2500		released				
